date,minclimate,maxclimate,sunlightminute
2021-07-31,13.6,22.9,305
2021-08-01,13.6,23,332
2021-08-02,13.8,23.2,114
2021-08-03,14.5,19.1,79
2021-08-04,14.6,19.8,60
2021-08-05,14.5,21.1,145
2021-08-06,15,22.1,279
2021-08-07,14.3,22,474
2021-08-08,13.5,22.1,543
2021-08-09,13.9,23,216
2021-08-10,13.1,25,504
2021-08-11,12.7,27.3,558
2021-08-12,14.2,28.9,546
2021-08-13,15.2,28.1,806
2021-08-14,13,30.4,787
2021-08-15,16.5,25,659
2021-08-16,15.8,23.1,292
2021-08-17,13.1,20.6,49
2021-08-18,15.2,18.1,0
2021-08-19,15.1,22.5,192
2021-08-20,13,25.6,573
2021-08-21,12.5,22.8,240
2021-08-22,14.8,23.6,293
2021-08-23,11.7,24.7,411
2021-08-24,14.1,25.1,289
2021-08-25,12.3,26,755
2021-08-26,13.2,22.8,559
2021-08-27,9.1,23,496
2021-08-28,10.8,23.3,609
2021-08-29,11.9,23.1,246
2021-08-30,15,23.3,230
2021-08-31,15,23.4,264
2021-09-01,13.2,24.9,718
2021-09-02,12.3,27.6,740
2021-09-03,16,27.6,451
2021-09-04,17.6,26.8,339
2021-09-05,14.6,29.9,606
2021-09-06,15.9,31.6,732
2021-09-07,14.9,32.3,655
2021-09-08,19.6,27.8,336
2021-09-09,17.7,26.1,311
2021-09-10,17.9,25.7,425
2021-09-11,14.7,24,438
2021-09-12,10.7,24.1,617
2021-09-13,11.5,27.5,408
2021-09-14,19.4,25.5,44
2021-09-15,16.7,24.1,108
2021-09-16,14.1,23.2,330
2021-09-17,10.8,22.7,262
2021-09-18,13.8,22.7,39
2021-09-19,14.5,22,255
2021-09-20,11.3,21.3,252
2021-09-21,12.2,21.5,613
2021-09-22,8.5,22.5,685
2021-09-23,7.5,23.7,681
2021-09-24,8,25.1,679
2021-09-25,9.9,20.7,134
2021-09-26,16.7,23.8,261
2021-09-27,16.1,21.8,393
2021-09-28,10.2,20.7,278
2021-09-29,12.2,19.4,612
2021-09-30,4.4,20.2,651
